Reference area,ISO,Country,TIME_PERIOD,OBS_VALUE
Finland,FIN,Finland,2006,8.39
Finland,FIN,Finland,2007,7.24
Finland,FIN,Finland,2008,6.89
Finland,FIN,Finland,2009,6.93
Finland,FIN,Finland,2010,7.03
Finland,FIN,Finland,2011,6.92
Finland,FIN,Finland,2012,6.26
Finland,FIN,Finland,2013,5.89
Finland,FIN,Finland,2014,6.15
Finland,FIN,Finland,2015,5.65
Finland,FIN,Finland,2016,5.3
Finland,FIN,Finland,2017,5.15
Finland,FIN,Finland,2018,5.52
Finland,FIN,Finland,2019,5.4
Finland,FIN,Finland,2020,4.92
Georgia,GEO,Georgia,2000,14.8
Georgia,GEO,Georgia,2001,15.01
Georgia,GEO,Georgia,2002,14.63
Georgia,GEO,Georgia,2003,14.48
Georgia,GEO,Georgia,2004,14.54
Georgia,GEO,Georgia,2005,14.7
Georgia,GEO,Georgia,2006,14.77
Georgia,GEO,Georgia,2007,14.95
Georgia,GEO,Georgia,2008,15.35
Georgia,GEO,Georgia,2009,16.47
Georgia,GEO,Georgia,2010,17.99
Georgia,GEO,Georgia,2011,21.58
Georgia,GEO,Georgia,2012,22.52
Georgia,GEO,Georgia,2013,21.69
Georgia,GEO,Georgia,2014,20.44
Georgia,GEO,Georgia,2015,19.84
Georgia,GEO,Georgia,2016,18.77
Georgia,GEO,Georgia,2017,17.9
Georgia,GEO,Georgia,2018,17.73
Georgia,GEO,Georgia,2019,16.86
Georgia,GEO,Georgia,2020,16.21
Germany,DEU,Germany,2000,18.14
Germany,DEU,Germany,2001,17.06
Germany,DEU,Germany,2002,17.69
Germany,DEU,Germany,2003,18.37
Germany,DEU,Germany,2004,16.22
Germany,DEU,Germany,2005,16.55
Germany,DEU,Germany,2006,17.35
Germany,DEU,Germany,2007,16.02
Germany,DEU,Germany,2008,15.11
Germany,DEU,Germany,2009,15.22
Germany,DEU,Germany,2010,16.18
Germany,DEU,Germany,2011,15.71
Germany,DEU,Germany,2012,13.9
Germany,DEU,Germany,2013,13.65
Germany,DEU,Germany,2014,12.28
Germany,DEU,Germany,2015,12.82
Germany,DEU,Germany,2016,11.78
Germany,DEU,Germany,2017,11.9
Germany,DEU,Germany,2018,11.66
Germany,DEU,Germany,2019,10.65
Germany,DEU,Germany,2020,10.3
Croatia,HRV,Croatia,2000,22.2
Croatia,HRV,Croatia,2001,21.96
Croatia,HRV,Croatia,2002,25.23
Croatia,HRV,Croatia,2003,26.88
Croatia,HRV,Croatia,2004,23.09
Croatia,HRV,Croatia,2005,24.29
Croatia,HRV,Croatia,2006,25.5
Croatia,HRV,Croatia,2007,20.23
Croatia,HRV,Croatia,2008,20.11
Croatia,HRV,Croatia,2009,20.94
Croatia,HRV,Croatia,2010,21.13
Croatia,HRV,Croatia,2011,23.15
Croatia,HRV,Croatia,2012,20.51
Croatia,HRV,Croatia,2013,19.86
Croatia,HRV,Croatia,2014,19.46
Croatia,HRV,Croatia,2015,19.78
Croatia,HRV,Croatia,2016,17.86
Croatia,HRV,Croatia,2017,18.4
Croatia,HRV,Croatia,2018,19.61
Croatia,HRV,Croatia,2019,15.62
Croatia,HRV,Croatia,2020,15.82
Faroe Islands,FRO,Faroe Islands,2000,7.23
Faroe Islands,FRO,Faroe Islands,2001,7.53
Faroe Islands,FRO,Faroe Islands,2002,7.46
Faroe Islands,FRO,Faroe Islands,2003,7.73
Faroe Islands,FRO,Faroe Islands,2004,6.8
Faroe Islands,FRO,Faroe Islands,2005,6.47
Faroe Islands,FRO,Faroe Islands,2006,6.86
Faroe Islands,FRO,Faroe Islands,2007,6.21
Faroe Islands,FRO,Faroe Islands,2008,6.18
Faroe Islands,FRO,Faroe Islands,2009,6.05
Faroe Islands,FRO,Faroe Islands,2010,5.86
Faroe Islands,FRO,Faroe Islands,2011,5.91
Faroe Islands,FRO,Faroe Islands,2012,5.62
Faroe Islands,FRO,Faroe Islands,2013,6.2
Faroe Islands,FRO,Faroe Islands,2014,6.76
Faroe Islands,FRO,Faroe Islands,2015,6.23
Faroe Islands,FRO,Faroe Islands,2016,6.34
Faroe Islands,FRO,Faroe Islands,2017,7.2
Faroe Islands,FRO,Faroe Islands,2018,7.05
Faroe Islands,FRO,Faroe Islands,2019,6.8
Faroe Islands,FRO,Faroe Islands,2020,6.52
Latvia,LVA,Latvia,2000,22.88
Latvia,LVA,Latvia,2001,21.08
Latvia,LVA,Latvia,2002,24.58
Latvia,LVA,Latvia,2003,21.32
Latvia,LVA,Latvia,2004,18.21
Latvia,LVA,Latvia,2005,18.56
Latvia,LVA,Latvia,2006,18.28
Latvia,LVA,Latvia,2007,16.13
Latvia,LVA,Latvia,2008,15.79
Latvia,LVA,Latvia,2009,16.23
Latvia,LVA,Latvia,2010,18.11
Latvia,LVA,Latvia,2011,15.88
Latvia,LVA,Latvia,2012,15.29
Latvia,LVA,Latvia,2013,15.75
Latvia,LVA,Latvia,2014,16.45
Latvia,LVA,Latvia,2015,13.97
Latvia,LVA,Latvia,2016,12.89
Latvia,LVA,Latvia,2017,11.92
Latvia,LVA,Latvia,2018,14.55
Latvia,LVA,Latvia,2019,12.79
Latvia,LVA,Latvia,2020,11.8
Malaysia,MYS,Malaysia,2000,22.23
Malaysia,MYS,Malaysia,2001,21.05
Malaysia,MYS,Malaysia,2002,22
Malaysia,MYS,Malaysia,2003,20.98
Malaysia,MYS,Malaysia,2004,21.9
Malaysia,MYS,Malaysia,2005,21.97
Malaysia,MYS,Malaysia,2006,23.98
Malaysia,MYS,Malaysia,2007,21.84
Malaysia,MYS,Malaysia,2008,21.29
Malaysia,MYS,Malaysia,2009,21.1
Malaysia,MYS,Malaysia,2010,17.14
Malaysia,MYS,Malaysia,2011,16.18
Malaysia,MYS,Malaysia,2012,17.51
Malaysia,MYS,Malaysia,2013,18.35
Malaysia,MYS,Malaysia,2014,16.77
Malaysia,MYS,Malaysia,2015,16.61
Malaysia,MYS,Malaysia,2016,16.01
Malaysia,MYS,Malaysia,2017,14.62
Malaysia,MYS,Malaysia,2018,16.31
Malaysia,MYS,Malaysia,2019,17.44
Malaysia,MYS,Malaysia,2020,15.88
Bahrain,BHR,Bahrain,2000,65.57
Bahrain,BHR,Bahrain,2001,62.84
Bahrain,BHR,Bahrain,2002,58.02
Bahrain,BHR,Bahrain,2003,77.75
Bahrain,BHR,Bahrain,2004,70.92
Bahrain,BHR,Bahrain,2005,72.6
Bahrain,BHR,Bahrain,2006,65.64
Bahrain,BHR,Bahrain,2007,69.04
Bahrain,BHR,Bahrain,2008,75.64
Bahrain,BHR,Bahrain,2009,66.21
Bahrain,BHR,Bahrain,2010,60.67
Bahrain,BHR,Bahrain,2011,64.14
Bahrain,BHR,Bahrain,2012,67.05
Bahrain,BHR,Bahrain,2013,65.05
Bahrain,BHR,Bahrain,2014,56.27
Bahrain,BHR,Bahrain,2015,67.95
Bahrain,BHR,Bahrain,2016,61.33
Bahrain,BHR,Bahrain,2017,58.32
Bahrain,BHR,Bahrain,2018,68.14
Bahrain,BHR,Bahrain,2019,56.85
Bahrain,BHR,Bahrain,2020,55.17
Isle of Man,IMN,Isle of Man,2000,9.98
Isle of Man,IMN,Isle of Man,2001,9.36
Isle of Man,IMN,Isle of Man,2002,9.54
Isle of Man,IMN,Isle of Man,2003,10.56
Isle of Man,IMN,Isle of Man,2004,8.41
Isle of Man,IMN,Isle of Man,2005,8.52
Isle of Man,IMN,Isle of Man,2006,8.9
Isle of Man,IMN,Isle of Man,2007,8.69
Isle of Man,IMN,Isle of Man,2008,7.83
Isle of Man,IMN,Isle of Man,2009,7.59
Isle of Man,IMN,Isle of Man,2010,7.8
Isle of Man,IMN,Isle of Man,2011,7.77
Isle of Man,IMN,Isle of Man,2012,7.63
Isle of Man,IMN,Isle of Man,2013,7.61
Isle of Man,IMN,Isle of Man,2014,8.34
Isle of Man,IMN,Isle of Man,2015,7.82
Isle of Man,IMN,Isle of Man,2016,8.26
Isle of Man,IMN,Isle of Man,2017,8.72
Isle of Man,IMN,Isle of Man,2018,8.91
Isle of Man,IMN,Isle of Man,2019,8.66
Isle of Man,IMN,Isle of Man,2020,8.57
Estonia,EST,Estonia,2000,11.49
Estonia,EST,Estonia,2001,10.99
Estonia,EST,Estonia,2002,12.25
Estonia,EST,Estonia,2003,10.4
Estonia,EST,Estonia,2004,9.58
Estonia,EST,Estonia,2005,9.37
Estonia,EST,Estonia,2006,9.27
Estonia,EST,Estonia,2007,8.2
Estonia,EST,Estonia,2008,8.05
Estonia,EST,Estonia,2009,8.12
Estonia,EST,Estonia,2010,8.91
Estonia,EST,Estonia,2011,8.11
Estonia,EST,Estonia,2012,7.84
Estonia,EST,Estonia,2013,7.94
Estonia,EST,Estonia,2014,8.59
Estonia,EST,Estonia,2015,7.09
Estonia,EST,Estonia,2016,6.8
Estonia,EST,Estonia,2017,6.09
Estonia,EST,Estonia,2018,7.72
Estonia,EST,Estonia,2019,6.81
Estonia,EST,Estonia,2020,6.13
Montenegro,MNE,Montenegro,2000,26.93
Montenegro,MNE,Montenegro,2001,26.32
Montenegro,MNE,Montenegro,2002,28.86
Montenegro,MNE,Montenegro,2003,31.45
Montenegro,MNE,Montenegro,2004,27.63
Montenegro,MNE,Montenegro,2005,27.33
Montenegro,MNE,Montenegro,2006,28.71
Montenegro,MNE,Montenegro,2007,25.11
Montenegro,MNE,Montenegro,2008,24.33
Montenegro,MNE,Montenegro,2009,25.29
Montenegro,MNE,Montenegro,2010,24.95
Montenegro,MNE,Montenegro,2011,28.01
Montenegro,MNE,Montenegro,2012,26.23
Montenegro,MNE,Montenegro,2013,23.96
Montenegro,MNE,Montenegro,2014,23.77
Montenegro,MNE,Montenegro,2015,23.42
Montenegro,MNE,Montenegro,2016,21.54
Montenegro,MNE,Montenegro,2017,21.94
Montenegro,MNE,Montenegro,2018,22.78
Montenegro,MNE,Montenegro,2019,18.98
Montenegro,MNE,Montenegro,2020,18.49
Ukraine,UKR,Ukraine,2000,26.17
Ukraine,UKR,Ukraine,2001,26.06
Ukraine,UKR,Ukraine,2002,27.24
Ukraine,UKR,Ukraine,2003,23.05
Ukraine,UKR,Ukraine,2004,21.74
Ukraine,UKR,Ukraine,2005,20.95
Ukraine,UKR,Ukraine,2006,19.6
Ukraine,UKR,Ukraine,2007,18.29
Ukraine,UKR,Ukraine,2008,17.31
Ukraine,UKR,Ukraine,2009,18.03
Ukraine,UKR,Ukraine,2010,18.84
Ukraine,UKR,Ukraine,2011,18.5
Ukraine,UKR,Ukraine,2012,17.75
Ukraine,UKR,Ukraine,2013,17.98
Ukraine,UKR,Ukraine,2014,17.57
Ukraine,UKR,Ukraine,2015,16.91
Ukraine,UKR,Ukraine,2016,15.46
Ukraine,UKR,Ukraine,2017,14.87
Ukraine,UKR,Ukraine,2018,16.28
Ukraine,UKR,Ukraine,2019,14.75
Ukraine,UKR,Ukraine,2020,14.14
Belgium,BEL,Belgium,2000,19.33
Belgium,BEL,Belgium,2001,17.86
Belgium,BEL,Belgium,2002,17.83
Belgium,BEL,Belgium,2003,20.11
Belgium,BEL,Belgium,2004,17.79
Belgium,BEL,Belgium,2005,17.29
Belgium,BEL,Belgium,2006,19.1
Belgium,BEL,Belgium,2007,17.1
Belgium,BEL,Belgium,2008,16.31
Belgium,BEL,Belgium,2009,16.57
Belgium,BEL,Belgium,2010,16.8
Belgium,BEL,Belgium,2011,16.2
Belgium,BEL,Belgium,2012,15.05
Belgium,BEL,Belgium,2013,14.22
Belgium,BEL,Belgium,2014,12.77
Belgium,BEL,Belgium,2015,13.2
Belgium,BEL,Belgium,2016,12.26
Belgium,BEL,Belgium,2017,12.63
Belgium,BEL,Belgium,2018,12.35
Belgium,BEL,Belgium,2019,11.1
Belgium,BEL,Belgium,2020,11.09
